symbol,price,market_cap,sector
EFCIL.NS,195.0,2677,Real Estate
EICHERMOT.NS,7110.0,195037,Consumer Cyclical
EIDPARRY.NS,844.4,15024,Basic Materials
EIEL.NS,212.5,3730,Industrials
EIFFL.NS,250.0,620,Consumer Defensive
EIHAHOTELS.NS,324.95,1980,Consumer Cyclical
EIHOTEL.NS,319.5,19980,Consumer Cyclical
EIMCOELECO.NS,1597.0,921,Industrials
EKC.NS,119.26,1338,Industrials
ELANTAS.NS,9540.5,0,Basic Materials
ELCIDIN.NS,124001.0,0,
ELDEHSG.NS,815.2,801,Real Estate
ELECON.NS,508.0,11399,Industrials
ELECTCAST.NS,81.91,5063,Industrials
ELECTHERM.NS,806.2,1027,Basic Materials
ELGIEQUIP.NS,547.2,17250,Industrials
ELGIRUBCO.NS,52.75,264,Consumer Cyclical
ELIN.NS,122.95,611,Industrials
ELITECON.NS,37.1,0,
ELLEN.NS,266.0,3748,Basic Materials
ELPROINTL.NS,108.8,1843,Unknown
EMAMILTD.NS,445.0,19424,Consumer Defensive
EMAMIPAP.NS,79.0,477,Basic Materials
EMAMIREAL.NS,89.0,463,Real Estate
EMCURE.NS,1695.5,32144,Healthcare
EMIL.NS,125.0,4809,Consumer Cyclical
EMKAY.NS,223.54,588,Financial Services
EMMBI.NS,83.91,161,Consumer Cyclical
EMMVEE.NS,262.49,18173,Technology
EMSLIMITED.NS,348.0,1932,Industrials
EMUDHRA.NS,486.8,3993,Technology
ENDURANCE.NS,2330.0,32774,Consumer Cyclical
ENGINERSIN.NS,253.2,14230,Industrials
ENIL.NS,118.1,562,Communication Services
ENRIN.NS,3280.0,116807,Utilities
ENTERO.NS,1208.0,5256,Healthcare
EPACK.NS,281.5,2708,Consumer Cyclical
EPACKPEB.NS,201.7,2029,Industrials
EPIGRAL.NS,1197.6,5166,Basic Materials
EPL.NS,227.35,7280,Consumer Cyclical
EQUITASBNK.NS,66.8,7623,Financial Services
ERIS.NS,1321.0,18301,Healthcare
ESABINDIA.NS,6295.0,9689,Industrials
ESAFSFB.NS,26.49,1366,Financial Services
ESCORTS.NS,3278.0,36066,Industrials
ESSARSHPNG.NS,26.99,561,Industrials
ESTER.NS,89.55,873,Basic Materials
ETERNAL.NS,246.6,226721,Consumer Cyclical
ETHOSLTD.NS,2400.0,6421,Consumer Cyclical
EUREKAFORB.NS,504.9,9769,Consumer Cyclical
EUROBOND.NS,173.5,425,Industrials
EUROPRATIK.NS,270.7,2766,Basic Materials
EVEREADY.NS,333.0,2420,Industrials
EVERESTIND.NS,379.0,600,Industrials
EXCELINDUS.NS,955.05,1200,Basic Materials
EXCELSOFT.NS,93.0,1070,Technology
EXICOM.NS,115.5,1606,Industrials
EXIDEIND.NS,359.5,30557,Consumer Cyclical
EXPLEOSOL.NS,817.0,1267,Technology
FABTECH.NS,170.0,755,Healthcare
FACT.NS,901.0,58301,Basic Materials
FAIRCHEMOR.NS,558.1,702,Basic Materials
FAZE3Q.NS,446.0,1082,Consumer Cyclical
FCL.NS,23.0,2678,Basic Materials
FDC.NS,367.9,5989,Healthcare
FEDDERSHOL.NS,34.0,0,
FEDERALBNK.NS,287.6,70866,Financial Services
FEDFINA.NS,146.0,5464,Financial Services
FERMENTA.NS,309.9,0,
FIBERWEB.NS,37.65,108,Consumer Cyclical
FIEMIND.NS,2176.5,5728,Consumer Cyclical
FILATEX.NS,45.6,2024,Consumer Cyclical
FINCABLES.NS,990.2,15144,Industrials
FINEORG.NS,4622.0,14171,Basic Materials
FINKURVE.NS,72.49,1015,Financial Services
FINOPB.NS,126.8,1055,Financial Services
FINPIPE.NS,172.1,10641,Industrials
FIRSTCRY.NS,238.9,11590,Consumer Cyclical
FISCHER.NS,38.2,2500,Healthcare
FIVESTAR.NS,477.9,14106,Financial Services
FLAIR.NS,317.3,3344,Industrials
FLUOROCHEM.NS,3590.1,39437,Basic Materials
FMGOETZE.NS,467.6,2601,Consumer Cyclical
FOCUS.NS,79.0,530,Consumer Cyclical
FOODSIN.NS,64.59,474,Consumer Defensive
FORCEMOT.NS,19970.0,26312,Consumer Cyclical
FORTIS.NS,922.0,69607,Healthcare
FOSECOIND.NS,4704.0,3563,Basic Materials
FRACTAL.NS,935.25,16083,Technology
FRONTSP.NS,1435.0,0,
FSL.NS,213.5,14739,Technology
FUSION.NS,191.15,3091,Financial Services
GABRIEL.NS,1024.95,14722,Consumer Cyclical
GAEL.NS,155.49,7131,Consumer Defensive
GAIL.NS,163.72,107647,Utilities
GALAPREC.NS,742.0,949,Industrials
GALAXYSURF.NS,1869.0,6626,Basic Materials
GALLANTT.NS,854.9,20627,Basic Materials
GANDHAR.NS,138.55,1356,Energy
GANDHITUBE.NS,828.0,1006,Industrials
GANECOS.NS,1048.5,2806,Consumer Cyclical
GANESHBE.NS,100.0,719,Basic Materials
GANESHCP.NS,192.25,776,Consumer Defensive
GANESHHOU.NS,660.4,5506,Real Estate
GANGESSECU.NS,127.8,127,Consumer Defensive
GARFIBRES.NS,615.0,6104,Consumer Cyclical
GARUDA.NS,168.84,1570,Industrials
GATEWAY.NS,57.68,2881,Industrials
GAUDIUMIVF.NS,121.47,884,Healthcare
GCSL.NS,362.0,819,Financial Services
GEECEE.NS,295.5,617,Real Estate
GEEKAYWIRE.NS,26.3,274,Industrials
GEMAROMA.NS,163.5,854,Basic Materials
GENCON.NS,41.36,235,Industrials
GENESYS.NS,268.55,1122,Technology
GENUSPOWER.NS,311.94,8805,Industrials
GEOJITFSL.NS,64.73,1806,Financial Services
GESHIP.NS,1580.0,22557,Industrials
GFLLIMITED.NS,48.8,536,Financial Services
GHCL.NS,506.5,4656,Basic Materials
GHCLTEXTIL.NS,90.5,865,Consumer Cyclical
GICHSGFIN.NS,151.5,815,Financial Services
GICL.NS,41.0,459,Industrials
GICRE.NS,392.9,68930,Financial Services
GILLANDERS.NS,91.16,194,Consumer Defensive
GILLETTE.NS,7970.5,25972,Consumer Defensive
GINNIFILA.NS,41.76,357,Consumer Cyclical
GIPCL.NS,157.9,2450,Utilities
GKENERGY.NS,127.0,2575,Utilities
GKSL.NS,122.62,966,Healthcare
GKWLIMITED.NS,1655.0,987,Industrials
GLAND.NS,1762.0,29030,Healthcare
GLAXO.NS,2348.0,39776,Healthcare
GLENMARK.NS,2400.0,67728,Healthcare
GLOBAL.NS,102.25,520,Consumer Defensive
GLOBALVECT.NS,181.0,253,Industrials
GLOBECIVIL.NS,48.05,286,Industrials
GLOBUSSPR.NS,1109.9,3215,Consumer Defensive
GLOSTERLTD.NS,610.05,667,Consumer Cyclical
GLOTTIS.NS,58.03,536,Industrials
GMBREW.NS,957.0,2186,Consumer Defensive
GMDCLTD.NS,737.0,23436,Energy
GMMPFAUDLR.NS,903.0,4059,Industrials
GMRAIRPORT.NS,95.98,101345,Industrials
GMRP&UI.NS,106.2,8294,Energy
GNA.NS,428.5,1839,Consumer Cyclical
GNFC.NS,472.1,6937,Basic Materials
GNRL.NS,97.5,0,
GOACARBON.NS,373.95,342,Basic Materials
GOCLCORP.NS,324.05,1606,Basic Materials
GOCOLORS.NS,286.0,1504,Consumer Cyclical
GODAVARIB.NS,319.6,1635,Basic Materials
GODFRYPHLP.NS,2256.0,35189,Consumer Defensive
GODIGIT.NS,308.5,28514,Financial Services
GODREJAGRO.NS,600.0,11539,Consumer Defensive
GODREJCP.NS,1069.9,109476,Consumer Defensive
GODREJIND.NS,951.0,32030,Industrials
GODREJPROP.NS,1832.0,55181,Real Estate
GOKEX.NS,707.5,5182,Consumer Cyclical
GOKUL.NS,40.1,396,Consumer Defensive
GOKULAGRO.NS,233.7,6896,Consumer Defensive
GOLDENTOBC.NS,27.2,48,Consumer Defensive
GOLDIAM.NS,376.5,4251,Consumer Cyclical
GOLDTECH.NS,39.8,208,Technology
GOODLUCK.NS,1252.0,4161,Basic Materials
GOODYEAR.NS,782.45,1804,Consumer Cyclical
GOPAL.NS,271.25,3381,Consumer Defensive
GPIL.NS,296.75,19295,Basic Materials
GPPL.NS,155.61,7525,Industrials
GPTHEALTH.NS,137.5,1128,Healthcare
GPTINFRA.NS,113.41,1433,Industrials
GRANDOAK.NS,30.5,0,
GRANULES.NS,701.0,17370,Healthcare
GRAPHITE.NS,703.9,13752,Industrials
GRASIM.NS,2794.0,189481,Basic Materials
GRAUWEIL.NS,69.68,3159,Basic Materials
GRAVISSHO.NS,27.3,0,
GRAVITA.NS,1626.9,11849,Industrials
GREAVESCOT.NS,165.5,3856,Industrials
GREENLAM.NS,228.15,5821,Consumer Cyclical
GREENPANEL.NS,229.14,2809,Basic Materials
GREENPLY.NS,264.35,3301,Basic Materials
GRINDWELL.NS,1561.0,17283,Industrials
GRINFRA.NS,931.0,9008,Industrials
GRMOVER.NS,165.5,3434,Consumer Defensive
GROBTEA.NS,920.0,106,Consumer Defensive
GROWW.NS,215.01,133125,Financial Services
GRPLTD.NS,1929.9,1029,Consumer Cyclical
GRSE.NS,2946.0,33747,Industrials
GRWRHITECH.NS,4000.5,9294,Basic Materials
GSFC.NS,170.89,6809,Basic Materials
GSLSU.NS,57.5,243,Basic Materials
GSPCROP.NS,422.7,1966,Basic Materials
GSPL.NS,285.3,16096,Utilities
GTECJAINX.NS,20.2,20,Consumer Defensive
GTPL.NS,67.11,754,Communication Services
GUFICBIO.NS,284.5,2853,Healthcare
GUJALKALI.NS,797.0,5852,Basic Materials
GUJAPOLLO.NS,430.0,557,Industrials
GUJGASLTD.NS,380.95,26224,Utilities
GUJRAFFIA.NS,42.0,0,
GUJTHEM.NS,362.0,3951,Healthcare
GULFOILLUB.NS,987.0,4886,Basic Materials
GULFPETRO.NS,33.0,168,Energy
GULPOLY.NS,180.66,1123,Basic Materials
GVPIL.NS,604.35,4062,Industrials
GVT&D.NS,4475.0,114580,Industrials
HAL.NS,4330.0,289579,Industrials
HALDER.NS,236.32,293,Consumer Defensive
HALDYNGL.NS,107.65,0,
HALEOSLABS.NS,1473.1,445,Healthcare
HAPPSTMNDS.NS,373.3,5609,Technology
HAPPYFORGE.NS,1345.0,12690,Industrials
HARDWYN.NS,27.25,1330,Industrials
HARIOMPIPE.NS,333.1,1031,Basic Materials
HARRMALAYA.NS,223.0,411,Consumer Defensive
HARSHA.NS,386.6,3519,Industrials
HATSUN.NS,965.0,21495,Consumer Defensive
HAVELLS.NS,1243.0,77968,Industrials
HAWKINCOOK.NS,7495.0,0,Consumer Cyclical
HBESD.NS,71.45,0,Unknown
HBLENGINE.NS,797.6,22109,Industrials
HBSL.NS,63.05,45,Financial Services
HCC.NS,22.1,5789,Industrials
HCG.NS,576.9,8613,Healthcare
HCLTECH.NS,1201.4,325057,Technology
HDBFS.NS,658.85,54580,Financial Services
HDFCAMC.NS,2719.6,116526,Financial Services
HDFCBANK.NS,774.75,1192760,Financial Services
HDFCLIFE.NS,589.0,127063,Financial Services
HEALTHX.NS,280.4,891,Healthcare
HECPROJECT.NS,131.5,142,Industrials
HEG.NS,594.0,11462,Industrials
HEIDELBERG.NS,158.51,3592,Basic Materials
HEMIPROP.NS,128.47,3662,Real Estate
HERANBA.NS,218.03,872,Basic Materials
HERITGFOOD.NS,359.05,3331,Consumer Defensive
HEROMOTOCO.NS,5110.0,102245,Consumer Cyclical
HESTERBIO.NS,1625.0,1382,Healthcare
HEXATRADEX.NS,167.81,927,Financial Services
HEXT.NS,448.5,27334,Technology
HFCL.NS,115.96,17744,Technology
HGINFRA.NS,596.0,3884,Industrials
HGM.NS,53.48,67,Technology
HGS.NS,407.1,1893,Industrials
HIKAL.NS,188.2,2320,Healthcare
HILINFRA.NS,52.03,373,Industrials
HILTON.NS,23.0,118,Industrials
HIMATSEIDE.NS,88.29,1110,Consumer Cyclical
HINDALCO.NS,1037.0,231889,Basic Materials
HINDCOMPOS.NS,460.0,679,Consumer Cyclical
HINDCON.NS,23.23,118,Basic Materials
HINDCOPPER.NS,538.95,52117,Basic Materials
HINDOILEXP.NS,157.2,2078,Energy
HINDPETRO.NS,374.65,79718,Energy
HINDUNILVR.NS,2254.0,529597,Consumer Defensive
HINDWAREAP.NS,215.25,1800,Consumer Cyclical
HINDZINC.NS,596.0,251829,Basic Materials
HIRECT.NS,946.75,3253,Industrials
HISARMETAL.NS,153.99,83,Basic Materials
HITECH.NS,92.5,1875,Basic Materials
HITECHCORP.NS,140.0,240,Consumer Cyclical
HITECHGEAR.NS,614.0,1155,Consumer Cyclical
HLEGLAS.NS,320.9,2228,Industrials
HMAAGRO.NS,24.41,1222,Consumer Defensive
HMT.NS,61.0,7344,Industrials
HMVL.NS,65.88,484,Communication Services
HNDFDS.NS,491.05,5867,Industrials
HOMEFIRST.NS,1166.7,12176,Financial Services
HONASA.NS,340.1,11069,Consumer Defensive
HONAUT.NS,31100.0,27515,Industrials
HONDAPOWER.NS,2324.8,2358,Industrials
HPAL.NS,38.8,356,Basic Materials
HPIL.NS,135.0,154,Basic Materials
HPL.NS,355.0,2282,Industrials
HSCL.NS,608.5,30701,Basic Materials
HTMEDIA.NS,22.0,508,Communication Services
HUBTOWN.NS,201.16,2858,Real Estate
HUDCO.NS,224.0,44842,Financial Services
HUHTAMAKI.NS,180.0,1359,Consumer Cyclical
HYUNDAI.NS,1828.0,148532,Consumer Cyclical
ICDSLTD.NS,46.5,60,Real Estate
ICEMAKE.NS,800.0,1262,Industrials
ICICIAMC.NS,3283.0,162265,Financial Services
ICICIBANK.NS,1265.7,907060,Financial Services
ICICIGI.NS,1761.0,87806,Financial Services
ICICIPRULI.NS,513.5,74404,Financial Services
ICIL.NS,279.8,5541,Consumer Cyclical
ICRA.NS,5431.0,5240,Financial Services
IDBI.NS,76.0,81718,Financial Services
IDEAFORGE.NS,614.05,2658,Technology
IDFCFIRSTB.NS,69.75,60004,Financial Services
IEX.NS,125.33,11145,Financial Services
IFBAGRO.NS,879.0,823,Consumer Defensive
IFBIND.NS,1132.3,4587,Consumer Cyclical
IFCI.NS,58.55,15775,Financial Services
IFGLEXPOR.NS,189.4,1365,Basic Materials
IGARASHI.NS,385.0,1211,Consumer Cyclical
IGCL.NS,65.9,416,Basic Materials
IGIL.NS,344.5,14887,Basic Materials
IGL.NS,165.45,23163,Utilities
IGPL.NS,429.7,1323,Basic Materials
IIFL.NS,460.8,19594,Financial Services
IIFLCAPS.NS,313.5,9763,Financial Services
IITL.NS,169.0,381,Financial Services
IKIO.NS,155.05,1198,Technology
IKS.NS,1650.0,27656,Healthcare
IL&FSENGG.NS,26.3,344,Industrials
IMAGICAA.NS,45.3,2563,Communication Services
IMFA.NS,1500.0,8093,Basic Materials
IMPAL.NS,1019.0,1271,Consumer Cyclical
INA.NS,146.93,0,Technology
INCREDIBLE.NS,34.18,159,Basic Materials
INDBANK.NS,34.3,152,Financial Services
INDGN.NS,501.0,12039,Healthcare
INDHOTEL.NS,638.45,90879,Consumer Cyclical
INDIACEM.NS,393.5,18291,Basic Materials
INDIAGLYCO.NS,1043.0,6990,Basic Materials
INDIAMART.NS,2097.6,12603,Communication Services
INDIANB.NS,849.9,114478,Financial Services
INDIANCARD.NS,208.5,123,Consumer Cyclical
INDIANHUME.NS,325.2,1713,Industrials
INDIASHLTR.NS,811.1,8823,Financial Services
INDIGO.NS,4300.0,166258,Industrials
INDIGOPNTS.NS,862.0,4109,Basic Materials
INDIQUBE.NS,175.0,3709,Real Estate
INDNIPPON.NS,787.7,1781,Consumer Cyclical
INDOAMIN.NS,112.1,813,Basic Materials
INDOBORAX.NS,276.3,886,Basic Materials
INDOCO.NS,209.1,1927,Healthcare
INDOFARM.NS,137.72,661,Industrials
INDORAMA.NS,38.05,993,Consumer Cyclical
INDOSTAR.NS,202.0,3263,Financial Services
INDOTECH.NS,2702.3,2869,Industrials
INDOTHAI.NS,287.0,3674,Financial Services
INDOUS.NS,104.67,209,Basic Materials
INDPRUD.NS,6801.0,0,
INDRAMEDCO.NS,404.95,3712,Healthcare
INDSWFTLAB.NS,138.0,1198,Healthcare
INDTERRAIN.NS,30.14,152,Consumer Cyclical
INDUSINDBK.NS,920.0,71677,Financial Services
INDUSTOWER.NS,410.4,108228,Communication Services
INFOBEAN.NS,180.0,1745,Technology
INFY.NS,1182.6,478555,Technology
INGERRAND.NS,4425.0,13968,Industrials
INNOVACAP.NS,750.0,4291,Healthcare
INNOVANA.NS,399.0,824,Technology
INNOVISION.NS,321.1,764,Industrials
INOXGREEN.NS,179.95,7224,Utilities
INOXINDIA.NS,1459.0,13242,Industrials
INOXWIND.NS,100.95,17446,Industrials
INSECTICID.NS,699.9,2036,Basic Materials
INSPIRISYS.NS,83.0,328,Technology
INTELLECT.NS,745.95,10365,Technology
INTENTECH.NS,96.5,225,Technology
INTERARCH.NS,2097.9,3518,Industrials
INTLCONV.NS,77.0,491,Industrials
INVPRECQ.NS,601.0,0,
IOB.NS,35.04,67475,Financial Services
IOC.NS,142.44,201142,Energy
IOLCP.NS,94.01,2759,Healthcare
IONEXCHANG.NS,398.0,4892,Industrials
IPCALAB.NS,1527.0,38740,Healthcare
IPL.NS,150.0,1727,Basic Materials
IRB.NS,21.6,26088,Industrials
IRCON.NS,152.51,14343,Industrials
IRCTC.NS,541.5,43320,Consumer Cyclical
IREDA.NS,135.79,38146,Financial Services
IRFC.NS,104.69,136814,Financial Services
IRIS.NS,239.5,492,Technology
IRISDOREME.NS,35.51,606,Consumer Cyclical
IRMENERGY.NS,357.0,1465,Utilities
ISFT.NS,75.2,122,Consumer Cyclical
ISGEC.NS,1078.9,7933,Industrials
ISHANCH.NS,61.35,167,Basic Materials
ITC.NS,315.2,394928,Consumer Defensive
ITCHOTELS.NS,160.95,33525,Consumer Cyclical
ITDC.NS,583.0,5000,Consumer Cyclical
ITI.NS,300.95,28977,Technology
IVALUE.NS,257.0,1404,Technology
IVP.NS,140.3,144,Basic Materials
IWP.NS,34.0,0,
IXIGO.NS,166.25,7284,Consumer Cyclical
IZMO.NS,713.0,1066,Technology
J&KBANK.NS,129.85,14298,Financial Services
JAGRAN.NS,66.1,1438,Communication Services
JAGSNPHARM.NS,208.4,1399,Healthcare
JAIBALAJI.NS,78.65,7174,Basic Materials
JAICORPLTD.NS,115.0,2018,Basic Materials
JAINREC.NS,459.0,15839,Basic Materials
JAIPURKURT.NS,32.65,56,Consumer Cyclical
JAMNAAUTO.NS,121.65,4863,Consumer Cyclical
JARO.NS,417.05,924,Consumer Defensive
JASH.NS,420.0,2654,Industrials
JAYAGROGN.NS,196.11,588,Basic Materials
JAYBARMARU.NS,92.0,995,Consumer Cyclical
JAYKAY.NS,180.5,2351,Industrials
JAYNECOIND.NS,111.39,10815,Basic Materials
JAYSREETEA.NS,90.45,261,Consumer Defensive
JBCHEPHARM.NS,2049.8,32911,Healthcare
JBMA.NS,628.0,14851,Consumer Cyclical
JETFREIGHT.NS,20.35,94,Industrials
JGCHEM.NS,403.2,1579,Basic Materials
JINDALPHOT.NS,1104.1,1136,Financial Services
JINDALPOLY.NS,724.0,3170,Consumer Cyclical
JINDALSAW.NS,224.49,14313,Basic Materials
JINDALSTEL.NS,1229.9,125140,Basic Materials
JINDRILL.NS,539.0,1562,Energy
JINDWORLD.NS,26.09,2615,Consumer Cyclical
JIOFIN.NS,247.18,163216,Financial Services
JISLDVREQS.NS,24.19,1774,Industrials
JISLJALEQS.NS,32.54,2386,Industrials
JITFINFRA.NS,300.0,771,Industrials
JKCEMENT.NS,5298.5,40940,Basic Materials
JKIL.NS,519.0,3927,Industrials
JKIPL.NS,91.0,349,Industrials
JKLAKSHMI.NS,646.0,8019,Basic Materials
JKPAPER.NS,360.1,6529,Basic Materials
JKTYRE.NS,410.0,11819,Consumer Cyclical
JLHL.NS,1238.0,8117,Healthcare
JMA.NS,88.0,201,Consumer Cyclical
JMFINANCIL.NS,138.1,13208,Financial Services
JNKINDIA.NS,362.0,2025,Industrials
JOCIL.NS,126.55,112,Basic Materials
JPOLYINVST.NS,1115.0,1172,Financial Services
JSFB.NS,456.0,4802,Financial Services
JSL.NS,769.0,63361,Basic Materials
JSLL.NS,673.0,8365,Healthcare
JSWCEMENT.NS,122.51,16431,Basic Materials
JSWDULUX.NS,2952.9,13447,Unknown
JSWENERGY.NS,560.5,98430,Utilities
JSWHL.NS,12424.0,13788,Industrials
JSWINFRA.NS,272.8,56859,Industrials
JSWSTEEL.NS,1262.9,308227,Basic Materials
JTEKTINDIA.NS,136.8,3794,Consumer Cyclical
JTLIND.NS,78.4,3081,Basic Materials
JUBLCPL.NS,1685.0,2553,Basic Materials
JUBLFOOD.NS,479.0,31502,Consumer Cyclical
JUBLINGREA.NS,706.1,11136,Basic Materials
JUBLPHARMA.NS,930.5,14737,Healthcare
JUNIPER.NS,203.26,4522,Consumer Cyclical
JUSTDIAL.NS,531.0,4515,Communication Services
JWL.NS,283.0,12094,Industrials
JYOTHYLAB.NS,266.01,9768,Consumer Defensive
JYOTICNC.NS,751.95,17101,Industrials
KABRAEXTRU.NS,245.0,856,Industrials
KAJARIACER.NS,1180.0,18794,Industrials
KAKATCEM.NS,134.0,104,Basic Materials
KALAMANDIR.NS,101.64,1497,Consumer Cyclical
KALPATARU.NS,326.95,6732,Real Estate
KALYANI.NS,138.09,13,Consumer Cyclical
KALYANIFRG.NS,604.0,219,Consumer Cyclical
KALYANKJIL.NS,412.5,42600,Consumer Cyclical
KAMAHOLD.NS,2530.0,0,
KAMATHOTEL.NS,168.5,496,Consumer Cyclical
KAMDHENU.NS,23.0,648,Basic Materials
KANCHI.NS,409.0,0,
KANORICHEM.NS,88.0,384,Basic Materials
KANPRPLA.NS,210.99,506,Consumer Cyclical
KANSAINER.NS,196.0,15849,Basic Materials
KAPSTON.NS,346.0,1052,Industrials
KARMAENG.NS,52.45,60,Utilities
KARURVYSYA.NS,292.55,28278,Financial Services
KAUSHALYA.NS,910.0,31,Industrials
KAVDEFENCE.NS,64.35,386,Technology
KAYA.NS,259.9,394,Consumer Defensive
KAYNES.NS,4045.0,27115,Technology
KCP.NS,179.8,2318,Basic Materials
KCPSUGIND.NS,26.75,305,Consumer Defensive
KDDL.NS,2367.1,2911,Consumer Cyclical
KEC.NS,560.0,14907,Industrials
KECL.NS,128.0,850,Industrials
KEI.NS,4875.0,46605,Industrials
KENNAMET.NS,2743.0,6028,Industrials
KERNEX.NS,1344.9,2259,Technology
KEYFINSERV.NS,275.02,153,Financial Services
KFINTECH.NS,898.85,15509,Technology
KHADIM.NS,101.3,186,Consumer Cyclical
KHAICHEM.NS,54.94,532,Basic Materials
KHAITANLTD.NS,124.13,62,Industrials
KICL.NS,4740.0,2069,Financial Services
KILITCH.NS,154.23,539,Healthcare
KIMS.NS,665.45,26627,Healthcare
KINGFA.NS,4800.0,6504,Basic Materials
KIOCL.NS,405.0,24613,Basic Materials
KIRANVYPAR.NS,201.2,0,
KIRIINDUS.NS,411.5,2681,Basic Materials
KIRLFER.NS,435.0,6170,Industrials
KIRLOSBROS.NS,1735.0,13777,Industrials
KIRLOSENG.NS,1700.1,24713,Industrials
KIRLOSIND.NS,3299.0,3471,Industrials
KIRLPNU.NS,1490.2,9680,Industrials
KITEX.NS,164.0,3271,Consumer Cyclical
KKCL.NS,479.0,2951,Consumer Cyclical
KLBRENG-B.NS,509.0,0,
KMEW.NS,1770.0,4326,Industrials
KMSUGAR.NS,30.94,284,Consumer Defensive
KNAGRI.NS,181.79,454,Consumer Defensive
KNRCON.NS,125.79,3537,Industrials
KOHINOOR.NS,26.03,96,Consumer Defensive
KOKUYOCMLN.NS,93.0,932,Industrials
KOLTEPATIL.NS,384.0,3405,Real Estate
KOPRAN.NS,164.9,796,Healthcare
KOTAKBANK.NS,383.75,381695,Financial Services
KOTARISUG.NS,27.9,231,Consumer Defensive
KOTHARIPET.NS,133.73,786,Basic Materials
KOTHARIPRO.NS,71.85,428,Industrials
KOTIC.NS,187.55,0,
KOTYARK.NS,417.05,428,Basic Materials
KOVAI.NS,5640.0,6171,Healthcare
KPEL.NS,360.0,2433,Industrials
KPIGREEN.NS,444.5,8771,Utilities
KPIL.NS,1247.0,21295,Industrials
KPITTECH.NS,760.8,20711,Technology
KPL.NS,1567.2,0,
KPRMILL.NS,936.95,32092,Consumer Cyclical
KRBL.NS,366.35,8385,Consumer Defensive
KREBSBIO.NS,59.7,128,Healthcare
KRISHANA.NS,604.8,3739,Basic Materials
KRISHIVAL.NS,339.95,871,Consumer Defensive
KRISHNADEF.NS,1077.1,1514,Industrials
KRITI.NS,81.0,426,Industrials
KRITINUT.NS,98.8,495,Consumer Defensive
KRN.NS,1297.2,8062,Technology
KRONOX.NS,140.78,522,Basic Materials
